,Rating,Roaster,Coffee_Name,Review_Date,Review_Description,Complete_Review_URL,Roaster_Website_URL,Roaster_Location,Origin,Roast_Level,Aroma,Acidity,Body,Flavor,Aftertaste,Blind_Assessment,Notes,Bottom_Line,Price,url,Agtron_External,Agtron_Ground,Currency,Quantity,Unit,Price_USD
10,92,Equator Coffees,Burundi Women of Turihamwe,2023-08-01,"Berry-driven, spice-toned. Mulberry, clove, ginger blossom, oak, baking chocolate in aroma and cup. Sweetly brisk acidity; very full, syrupy mouthfeel. The spice-toned finish leads with notes of ginger blossom and clove.",https://www.coffeereview.com/review/burundi-women-of-turihamwe/,https://www.equatorcoffees.com/,"San Rafael, California","Ngozi Province, Burundi",Medium-Light,8,8,9,9,8,"Berry-driven, spice-toned. Mulberry, clove, ginger blossom, oak, baking chocolate in aroma and cup. Sweetly brisk acidity; very full, syrupy mouthfeel. The spice-toned finish leads with notes of ginger blossom and clove.","Turihamwe Turashobora is a small investor group started by seven women coffee producers who pooled their money to build their own wet mill in 2019. This coffee is produced entirely of the Bourbon variety of Arabica and processed by the traditional washed method (fruit skin and pulp removed before drying). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and southern California and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.","A nuanced, multi-layered Burundi alive with sweet spice and deep berry notes.",20.0,https://www.coffeereview.com/review/burundi-women-of-turihamwe/,57,73,USD,340.19399999999996,grams,20.0
11,92,Nostalgia Coffee Roasters,Glory Days,2023-08-01,"Deep-toned, crisply chocolaty. Dark chocolate, dried cherry, cashew, gently scorched cedar, gardenia in aroma and cup. Richly sweet with mild acidity; viscous, syrupy mouthfeel. Very chocolaty finish with undertones of dried cherry and gardenia.",https://www.coffeereview.com/review/glory-days-3/,http://bit.ly/2WmKMJ9,"San Diego, California","Zongolica, Veracruz, Mexico",Medium,8,8,9,9,8,"Deep-toned, crisply chocolaty. Dark chocolate, dried cherry, cashew, gently scorched cedar, gardenia in aroma and cup. Richly sweet with mild acidity; viscous, syrupy mouthfeel. Very chocolaty finish with undertones of dried cherry and gardenia.","Produced by the 20 smallholding women farmers of “Woman Power Zongolica!” from the Caturra, Catuai, Sarchimor and Marsellesa varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed from the beans before they are dried). Nostalgia Coffee Roasters was founded by Taylor Fields in 2018 as a mobile café; it has since added specialty roasting, an online store, a café, and a national wholesale program featuring select fine coffees. Visit www.nostalgiabrew.com for more information.","A darker-roasted Mexico cup with a dark-chocolate throughline and suggestions of spice-toned flowers, dried stone fruit, and sweet nut.",18.0,https://www.coffeereview.com/review/glory-days-3/,45,61,USD,340.19399999999996,grams,18.0
12,92,Wonderstate Coffee,Ethiopia Idido Tiluse Honey Process,2023-08-01,"Deep-toned, sweetly citrusy. Pomelo, cantaloupe, cocoa nib, lemon-thyme, caramel in aroma and cup. Gently bright acidity; crisp, satiny mouthfeel. The finish consolidates to pretty notes of lemon-thyme and cantaloupe.",https://www.coffeereview.com/review/ethiopia-idido-tiluse-honey-process/,,"Viroqua, Wisconsin","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,8,8,9,9,9,"Deep-toned, sweetly citrusy. Pomelo, cantaloupe, cocoa nib, lemon-thyme, caramel in aroma and cup. Gently bright acidity; crisp, satiny mouthfeel. The finish consolidates to pretty notes of lemon-thyme and cantaloupe.","Produced by smallholding farmers, from selections of indigenous landrace varieties of Arabica long grown in the region, and processed at Tiluse Washing Station by the honey method (some fruit flesh is left on the beans during the drying process). Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for its commitment to guaranteeing higher pay for farmers and operating the country’s first 100% solar-powered roastery. Visit wonderstate.com for more information.","An understated, sweetly composed, citrus-toned Ethiopia honey-processed cup with cocoa notes throughout the profile.",25.0,https://www.coffeereview.com/review/ethiopia-idido-tiluse-honey-process/,62,78,USD,340.19399999999996,grams,25.0
13,91,Cafecita,Queen’s Crown Rwanda,2023-08-01,"Round, cocoa-toned, richly bittersweet. Cocoa nib, date, maple syrup, walnut, fresh-cut fir in aroma and cup. Softly brisk structure; lightly syrupy mouthfeel. Flavor consolidates around walnut and maple syrup in a crisp finish.",https://www.coffeereview.com/review/queens-crown-rwanda/,,"Los Angeles, California","Lake Kivu, Rwanda",Medium-Light,8,8,8,9,8,"Round, cocoa-toned, richly bittersweet. Cocoa nib, date, maple syrup, walnut, fresh-cut fir in aroma and cup. Softly brisk structure; lightly syrupy mouthfeel. Flavor consolidates around walnut and maple syrup in a crisp finish.","This Rugori micro-lot is produced by smallholding women farmers surrounding the Gasharu Washing Station, entirely of traditional selections of the Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Cafecita is a women-owned specialty coffee roaster based in Los Angeles that sources exclusively from sustainable women-owned coffee farms and cooperatives. Visit www.cafecitacoffee.com for more information.","A subtly confident, quietly complex Rwanda with cocoa nib, date and bittersweet nut at its center.",23.0,https://www.coffeereview.com/review/queens-crown-rwanda/,57,75,USD,340.19399999999996,grams,23.0
14,94,Jaunt Coffee Roasters,Colombia Finca La Roca,2023-08-01,"Juicy, fruit-driven. Dried apricot, rambutan, cocoa nib, magnolia, bergamot in aroma and cup. Sweetly tart structure with bright, vibrant acidity; full, syrupy-smooth mouthfeel. Floral finish with dried apricot undertones.",https://www.coffeereview.com/review/colombia-finca-la-roca/,https://jauntcoffee.com/,"San Diego, California","Planadas, Tolima Department, Colombia",Medium-Light,9,9,9,9,8,"Juicy, fruit-driven. Dried apricot, rambutan, cocoa nib, magnolia, bergamot in aroma and cup. Sweetly tart structure with bright, vibrant acidity; full, syrupy-smooth mouthfeel. Floral finish with dried apricot undertones.","Produced by Jorge Rojas of Finca La Roca, entirely of the Geisha variety of Arabica, and processed by the honey anaerobic method, in which some of the fruit flesh is left on the beans both while they undergo fermentation in a hermetically sealed vessel, and when they are dried. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.","A Colombia honey anaerobic with a profile driven by tropical fruit, sweet floral, cocoa and bittersweet citrus notes, impressively complex, nuanced and engaging.",26.0,https://www.coffeereview.com/review/colombia-finca-la-roca/,60,77,USD,340.19399999999996,grams,26.0
15,93,Jaunt Coffee Roasters,Colombia La Esperanza,2023-08-01,"Tangy-sweet, richly aromatic. Tamarind, salted caramel, cedar, magnolia, lemon yogurt in aroma and cup. Briskly sweet-tart acidity; very full, creamy-smooth mouthfeel. Tart-leaning finish with ballast from caramel notes.",https://www.coffeereview.com/review/colombia-la-esperanza-3/,https://jauntcoffee.com/,"San Diego, California","Tolima Department, Colombia",Medium-Light,9,8,9,9,8,"Tangy-sweet, richly aromatic. Tamarind, salted caramel, cedar, magnolia, lemon yogurt in aroma and cup. Briskly sweet-tart acidity; very full, creamy-smooth mouthfeel. Tart-leaning finish with ballast from caramel notes.","Produced by Edward Giraldo of Finca La Esperanza, entirely of the Typica variety of Arabica, and processed by the anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information.","A complex washed anaerobic Colombia with tangy fruit and gentle lactic notes throughout the profile, supported by rich aromatic wood and sweet caramel.",23.0,https://www.coffeereview.com/review/colombia-la-esperanza-3/,58,75,USD,340.19399999999996,grams,23.0
16,95,Big Shoulders Coffee,Ethiopia YirgZ,2023-08-01,"Deeply aromatic, rich-toned. Bergamot, nectarine, cocoa nib, hazelnut butter, wisteria in aroma and cup. Sweetly spice-toned with juicy, integrated acidity; silky, viscous mouthfeel. Balanced, long, very bright finish.",https://www.coffeereview.com/review/ethiopia-yirgz/,https://www.bigshoulderscoffee.com/,"Chicago, Illinois","Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,9,9,9,9,"Deeply aromatic, rich-toned. Bergamot, nectarine, cocoa nib, hazelnut butter, wisteria in aroma and cup. Sweetly spice-toned with juicy, integrated acidity; silky, viscous mouthfeel. Balanced, long, very bright finish.","Produced by smallholding farmers, from trees of indigenous landrace varieties of Arabica long grown in the region, and processed by the traditional washed method (fruit skin and pulp removed before drying). Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information.","A classic Ethiopia washed cup with notes of stone fruit and cocoa, supported by spice-toned citrus and rich florals.",27.0,https://www.coffeereview.com/review/ethiopia-yirgz/,62,78,USD,340.19399999999996,grams,27.0
17,94,Big Shoulders Coffee,Colombia Patio Bonita,2023-08-01,"Richly cocoa-toned, citrusy. Tangerine, dark chocolate, pecan, marjoram, narcissus in aroma and cup. Gently bright acidity; crisp, creamy mouthfeel. Chocolaty finish with undertones of tangerine and pecan.",https://www.coffeereview.com/review/colombia-patio-bonita/,https://www.bigshoulderscoffee.com/,"Chicago, Illinois","Caldono, Calda Department, Colombia",Light,9,9,9,9,8,"Richly cocoa-toned, citrusy. Tangerine, dark chocolate, pecan, marjoram, narcissus in aroma and cup. Gently bright acidity; crisp, creamy mouthfeel. Chocolaty finish with undertones of tangerine and pecan.","Produced by Carlos and Paola Arturo Trujillo, a father-daughter team, and processed by the traditional washed method (fruit skin and pulp removed before drying). Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information.","A complex, multi-layered washed Colombia driven by chocolate and citrus notes in harmonious balance.",27.0,https://www.coffeereview.com/review/colombia-patio-bonita/,64,80,USD,340.19399999999996,grams,27.0
18,94,Big Shoulders Coffee,Ethiopia Yirgacheffe Farmgate,2023-08-01,"Delicately fruit-forward. Dried strawberry, cherry blossom, honey, sandalwood, tangerine zest in aroma and cup. Sweetly tart with balanced, fruit-toned acidity; very full, syrupy mouthfeel. Crisply berry-driven finish.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-farmgate/,https://www.bigshoulderscoffee.com/,"Chicago, Illinois","Yirgacheffe growing region, southern Ethiopia",Medium-Light,9,9,9,9,8,"Delicately fruit-forward. Dried strawberry, cherry blossom, honey, sandalwood, tangerine zest in aroma and cup. Sweetly tart with balanced, fruit-toned acidity; very full, syrupy mouthfeel. Crisply berry-driven finish.","Produced by Ageze Balcha Begna, from trees of indigenous landrace varieties of Arabica long grown in the region, and processed by the natural method (dried in the whole fruit). Big Shoulders Coffee is a Chicago artisan roaster that emphasizes a fresh-roasted, no-nonsense approach to fine coffee. Visit www.bigshoulderscoffee.com or call 312-846-1439 for more information.","Berries and floral notes drive this natural-processed Ethiopia that remains light on its feet — delicate, balanced nicely between sweet and tart.",27.0,https://www.coffeereview.com/review/ethiopia-yirgacheffe-farmgate/,59,75,USD,340.19399999999996,grams,27.0
19,93,Coffee By Design,Ethiopia Ardi Yeast Natural,2023-07-01,"Very sweet, fruit-driven. Honeydew melon, Froot Loops cereal, cocoa nib, orange zest, oak in aroma and cup. Briskly sweet acidity; very full, syrupy mouthfeel. The finish is long, sweet, and fruit-toned.",https://www.coffeereview.com/review/ethiopia-ardi-yeast-natural/,,"Portland, Maine","Ansora, Guji Zone, southern Ethiopia",Light,9,8,9,9,8,"Very sweet, fruit-driven. Honeydew melon, Froot Loops cereal, cocoa nib, orange zest, oak in aroma and cup. Briskly sweet acidity; very full, syrupy mouthfeel. The finish is long, sweet, and fruit-toned.","Produced by smallholding farmers, from selections of traditional varieties of Arabica long grown in the region, and processed by the natural method (dried in the whole fruit) with the addition of wine yeasts in the drying process. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in Portland. For more information, visit www.coffeebydesign.com.","An exceptionally sweet, melony and cocoa-toned Ethiopia, a natural-processed coffee with yeast added during a 4-day ferment phase before final drying.",19.5,https://www.coffeereview.com/review/ethiopia-ardi-yeast-natural/,64,80,USD,340.19399999999996,grams,19.5
20,93,Nostalgia Coffee Roasters,Sumatra Ketiara,2023-07-01,"Deep-toned, earthy-sweet. Dark chocolate, petrichor, freesia, tangerine zest, cedar in aroma and cup. Savory-leaning structure with brisk acidity; plush, creamy mouthfeel. Chocolaty finish with undertones of sweet earthiness.",https://www.coffeereview.com/review/sumatra-ketiara-2/,http://bit.ly/2WmKMJ9,"San Diego, California","Gayo Highlands, Sumatra, Indonesia",Medium-Light,9,8,9,9,8,"Deep-toned, earthy-sweet. Dark chocolate, petrichor, freesia, tangerine zest, cedar in aroma and cup. Savory-leaning structure with brisk acidity; plush, creamy mouthfeel. Chocolaty finish with undertones of sweet earthiness.","Produced by Ms. Lndayana, Ms. Dini and Ms. Murul Kemala of the Ratu Ketiara Women’s Cooperative, from trees of the Catimor and Typica varieties of Arabica, and processed by the traditional Sumatra washed and wet-hulled method. Nostalgia Coffee Roasters was founded by Taylor Fields in 2018 as a mobile café; it has since added specialty roasting, an online store, a café, and a national wholesale program featuring select fine coffees. Visit www.nostalgiabrew.com for more information.","An earthy, chocolate, deeply sweet, richly savory Sumatra cup, women-produced.",20.0,https://www.coffeereview.com/review/sumatra-ketiara-2/,58,78,USD,340.19399999999996,grams,20.0
21,94,Bargain Cafe,Promise of Spring,2023-07-01,"Richly fruit-toned, juicy-sweet. Dried cherry, almond butter, cocoa nib, narcissus, oak in aroma and cup. Brightly sweet-tart acidity; plush, syrupy-smooth mouthfeel. Dried cherry and almond butter lead in the resonant finish.",https://www.coffeereview.com/review/promise-of-spring/,https://www.bargain-cafe.com/,"Taitung, Taiwan",Costa Rica; Ethiopia,Medium-Light,9,9,9,9,8,"Richly fruit-toned, juicy-sweet. Dried cherry, almond butter, cocoa nib, narcissus, oak in aroma and cup. Brightly sweet-tart acidity; plush, syrupy-smooth mouthfeel. Dried cherry and almond butter lead in the resonant finish.","A blend of coffees from Costa Rica and Ethiopia. Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit https://shopee.tw/iamjiter for more information.","This Costa Rica/Ethiopia blend is driven by tart fruit, sweet nut and cocoa, with spicy floral notes throughout.",450.0,https://www.coffeereview.com/review/promise-of-spring/,59,76,TWD,200.0,grams,13.5
22,94,Small Eyes Cafe,Ethiopia Gesha Rebecca Natural,2023-07-01,"Complex, richly fruit-toned. Lychee, dark chocolate, sandalwood, honey, wisteria in aroma and cup. Brightly sweet with juicy, balanced acidity; full, very silky mouthfeel. Long, lingering finish resonant with honey and wisteria.",https://www.coffeereview.com/review/ethiopia-gesha-rebecca-natural/,,"Yilan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,9,9,9,9,8,"Complex, richly fruit-toned. Lychee, dark chocolate, sandalwood, honey, wisteria in aroma and cup. Brightly sweet with juicy, balanced acidity; full, very silky mouthfeel. Long, lingering finish resonant with honey and wisteria.","Produced at Lucy Station in the Bench-Maji Zone of southern Ethiopia, entirely of the Gesha variety of Arabica, and processed by the natural method (dried in the whole fruit). Small Eyes Café is a small, family-owned coffee shop in Yilan, Taiwan, specializing in artisanally roasted specialty coffee and homemade desserts. Visit https://www.facebook.com/Smalleyescafe for more information.","A fruity, floral natural-processed Ethiopia Gesha with especially vibrant acidity and a throughline of lychee and wisteria.",500.0,https://www.coffeereview.com/review/ethiopia-gesha-rebecca-natural/,61,74,TWD,200.0,grams,15.0
